variant,source,e_explicit,m_explicit,f_explicit,e_could_be,m_could_be,f_could_be,e_score,m_score,f_score,e_max,m_max,f_max,d_min,d_max,zone,uncertain,question_tags,ins_number,compound_name,nutrient_class,dairy_product_subtype,milling_grade,oil_fraction,protein_fraction,sugar_form,language_tag,f_revised,variant_signal_class
fava bean protein isolate,fava bean,,protein isolate,base ingredient,,,,0.0,0.78,0.12,0.0,0.78,0.12,0.282,0.282,1,False,False,,,,,,,,,,processed_ingredient,form_signal
hydrogenated vegetable fat,palm | soybean | groundnut,hydrogenation,fat fraction,lipid base,,,,0.92,0.72,0.22,0.92,0.72,0.22,0.58,0.58,2,False,False,,,,,,hydrogenated,,,,lipid base,"orthographic_noise, form_signal, process_signal, multi_source"
hydrogenated vegetable oil,palm | soybean | groundnut,hydrogenation,oil,lipid base,,,,0.92,0.7,0.22,0.92,0.7,0.22,0.574,0.574,2,False,False,,,,,,hydrogenated,,,,lipid base,"form_signal, process_signal, multi_source"
fractionated vegetable fat,palm | soybean | groundnut,fractionation,fat fraction,lipid base,,,,0.76,0.72,0.22,0.76,0.72,0.22,0.532,0.532,2,False,False,,,,,,fractionated,,,,lipid base,"orthographic_noise, form_signal, process_signal, multi_source"
partially hydrogenated oil,palm | soybean | groundnut,hydrogenation,oil,lipid base,,,,0.92,0.7,0.22,0.92,0.7,0.22,0.574,0.574,2,False,False,,,,,,hydrogenated,,,,lipid base,"form_signal, process_signal, multi_source"
fortified wheat flour iron,wheat,milling,flour/fine powder,base ingredient,,,,0.28,0.33,0.12,0.28,0.33,0.12,0.231,0.231,1,False,False,,,,,fortified,,,,,raw_agricultural_material,"canonical_form, form_signal, process_signal, fortification_signal"
centre filling milk solids,milk,,dense block,base ingredient,,concentrate|powder,sweetener|flavouring agent,0.0,0.38,0.12,0.0,0.42,0.675,0.162,0.396,1,True,False,,,,,,,,,,processed_ingredient,"canonical_form, form_signal"
preserved strawberry fruit,strawberry,,whole/fresh pieces,base ingredient,preservation,pulp/puree,sweetener,0.0,0.05,0.12,0.0,0.25,0.625,0.063,0.325,1,True,False,,,,,,,,,,raw_agricultural_material,canonical_form
refined sunflower seed oil,sunflower,refining,oil,lipid base,cold pressing|solvent extraction,,,0.75,0.7,0.22,0.82,0.7,0.22,0.523,0.544,2,False,False,,,,,,refined,,,,lipid base,"canonical_form, form_signal, process_signal, grade_signal"
roasted almonds flavouring,almond,roasting,,flavouring agent,,,taste profile / spice,0.58,0.0,0.675,0.58,0.0,0.675,0.444,0.444,2,False,False,,,,,,,,,,flavouring agent,"form_signal, process_signal"
tribasic calcium phosphate,mineral,,crystalline chemical,anticaking agent,,,,0.0,0.98,0.85,0.0,0.98,0.85,0.634,0.634,2,False,False,,,,,,,,,,anticaking agent,"form_signal, grade_signal, fortification_signal"
reconstituted skimmed milk,milk,,,base ingredient,,powder|juice,,0.0,0.0,0.12,0.0,0.5,0.12,0.048,0.198,1,False,False,,,,,,,,,,raw_agricultural_material,"canonical_form, form_signal, process_signal, grade_signal"
streptococcus thermophilus,milk,fermentation,,,,,,0.56,0.0,0.0,0.56,0.0,0.0,0.168,0.168,1,False,False,,,,,,,,,,fermentation_agent,linguistic_signal
lacto-bacillus acidophilus,milk,fermentation,,,,,,0.56,0.0,0.0,0.56,0.0,0.0,0.168,0.168,1,False,False,,,,,,,,,,fermentation_agent,"orthographic_noise, canonical_form"
brown rice protein isolate,rice,,protein isolate,base ingredient,,,,0.0,0.78,0.12,0.0,0.78,0.12,0.282,0.282,1,False,False,,,,,,,,,,processed_ingredient,"canonical_form, form_signal, grade_signal"
kashmiri red chilli powder,chilli,drying,powder,taste profile / spice,,,flavouring agent|colour,0.42,0.42,0.18,0.42,0.42,0.8,0.324,0.572,2,False,False,,,,,,,,,,taste profile / spice,"canonical_form, form_signal, grade_signal"
mathania red chilli powder,chilli,drying,powder,taste profile / spice,,,flavouring agent|colour,0.42,0.42,0.18,0.42,0.42,0.8,0.324,0.572,2,False,False,,,,,,,,,,taste profile / spice,"canonical_form, form_signal, grade_signal"
husked dew moth bean flour,dew moth bean,de-husking|milling,flour/fine powder,base ingredient,,,,0.28,0.33,0.12,0.28,0.33,0.12,0.231,0.231,1,False,False,,,,,,,,,,raw_agricultural_material,"form_signal, grade_signal"
panax ginseng root extract,panax ginseng,solvent extraction,extract/oleoresin,flavouring agent,,,,0.82,0.86,0.675,0.82,0.86,0.675,0.774,0.774,3,False,False,,,,,,,,,,flavouring agent,form_signal
medium chain triglycerides,coconut | palm kernel,fractionation,oil,lipid base,,,,0.76,0.7,0.22,0.76,0.7,0.22,0.526,0.526,2,False,False,,,,,,,,,,lipid base,"orthographic_noise, multi_source"
medium chain-triglycerides,coconut | palm kernel,fractionation,oil,lipid base,,,,0.76,0.7,0.22,0.76,0.7,0.22,0.526,0.526,2,False,False,,,,,,,,,,lipid base,"orthographic_noise, canonical_form, multi_source"
phyllanthus niruri extract,phyllanthus niruri,solvent extraction,extract/oleoresin,flavouring agent,,,,0.82,0.86,0.675,0.82,0.86,0.675,0.774,0.774,3,False,False,,,,,,,,,,flavouring agent,form_signal
hydrogenated vegetable fats,palm | soybean | groundnut,hydrogenation,fat fraction,lipid base,cold pressing|refining|solvent extraction,oil,,0.92,0.72,0.22,0.92,0.72,0.22,0.58,0.58,2,False,False,,,,,,hydrogenated,,,,lipid base,"orthographic_noise, form_signal, process_signal, multi_source"
fractionated vegetable fats,palm | soybean | groundnut,fractionation,fat fraction,lipid base,cold pressing|refining|solvent extraction,oil,,0.76,0.72,0.22,0.82,0.72,0.22,0.532,0.55,2,False,False,,,,,,fractionated,,,,lipid base,"orthographic_noise, form_signal, process_signal, multi_source"
roasted spice powder ginger,ginger,roasting,powder,taste profile / spice,drying,,flavouring agent,0.58,0.42,0.18,0.58,0.42,0.675,0.372,0.57,2,False,False,,,,,,,,,,taste profile / spice,"canonical_form, form_signal, process_signal"
dehydrated fenugreek leaves,fenugreek,drying,flakes,taste profile / spice,,powder,flavouring agent,0.42,0.36,0.18,0.42,0.42,0.675,0.306,0.522,2,False,False,,,,,,,,,,taste profile / spice,"canonical_form, form_signal, process_signal, grade_signal"
dehydrated coriander leaves,coriander,drying,flakes,taste profile / spice,,powder,flavouring agent,0.42,0.36,0.18,0.42,0.42,0.675,0.306,0.522,2,False,False,,,,,,,,,,taste profile / spice,"canonical_form, form_signal, process_signal, grade_signal"
l.bacillus delbruecki subsp,milk,fermentation,,preservative,,,,0.56,0.0,0.885,0.56,0.0,0.885,0.522,0.522,2,False,False,,,,,,,,,,preservative,canonical_form
limosilactobacillus reuteri,milk,fermentation,,preservative,,,,0.56,0.0,0.885,0.56,0.0,0.885,0.522,0.522,2,False,False,,,,,,,,,,preservative,unclassified
green coffee extract powder,coffee,solvent extraction,extract/oleoresin|powder,flavouring agent,,,taste profile / spice,0.82,0.86,0.675,0.82,0.86,0.675,0.774,0.774,3,False,False,,,,,,,,,,flavouring agent,"canonical_form, form_signal, grade_signal"
stalkless kashmiri chillies,chilli,drying,whole/fresh pieces,taste profile / spice,,cut/sliced pieces|powder,flavouring agent,0.42,0.05,0.18,0.42,0.42,0.675,0.213,0.522,1,True,False,,,,,,,,,,taste profile / spice,grade_signal
cranberry juice concentrate,cranberry,concentration,concentrate|juice,flavouring agent,,,sweetener|acidity regulator,0.48,0.5,0.675,0.48,0.5,0.86,0.564,0.638,2,False,False,,,,,,,,,,flavouring agent,"canonical_form, form_signal"
emulsifier vegetable origin,palm | soybean | sunflower,,emulsifier powder,emulsifier,,,,0.0,0.89,0.825,0.0,0.89,0.825,0.597,0.597,2,False,False,,,,,,,,,,emulsifier,"compound_noise, multi_source"
roasted spice powder nutmeg,nutmeg,roasting,powder,taste profile / spice,drying,,flavouring agent,0.58,0.42,0.18,0.58,0.42,0.675,0.372,0.57,2,False,False,,,,,,,,,,taste profile / spice,"canonical_form, form_signal, process_signal"
pineapple juice concentrate,pineapple,concentration,juice|concentrate,flavouring agent,,,sweetener,0.48,0.5,0.675,0.48,0.5,0.675,0.564,0.564,2,False,False,,,,,,,,,,flavouring agent,"canonical_form, form_signal"
pineapple fruit preparation,pineapple,,pulp/puree,base ingredient,,whole/fresh pieces|cut/sliced pieces,flavouring agent,0.0,0.25,0.12,0.0,0.25,0.675,0.123,0.345,1,True,False,,,,,,,,,,raw_agricultural_material,canonical_form
bacillus coagulans snz 1969,bacillus coagulans,fermentation,powder,,,,probiotic,0.56,0.42,0.0,0.56,0.42,0.0,0.294,0.294,1,False,False,,,,,,,,,,health_supplement,"compound_noise, linguistic_signal"
rosemary extract flavouring,rosemary,solvent extraction,extract/oleoresin,flavouring agent,,essential oil,taste profile / spice,0.82,0.86,0.675,0.82,0.9,0.675,0.774,0.786,3,False,False,,,,,,,,,,flavouring agent,"canonical_form, form_signal"
evening primrose oil powder,evening primrose,solvent extraction,oil|powder,lipid base,,,,0.82,0.7,0.22,0.82,0.7,0.22,0.544,0.544,2,False,False,,,,,,,,,,lipid base,form_signal
tangerine juice concentrate,tangerine,concentration,juice|concentrate,flavouring agent,,,sweetener,0.48,0.5,0.675,0.48,0.5,0.675,0.564,0.564,2,False,False,,,,,,,,,,flavouring agent,"canonical_form, form_signal"
magnesium hydrogen phosphate,mineral,,crystalline chemical,anticaking agent,,,,0.0,0.98,0.85,0.0,0.98,0.85,0.634,0.634,2,False,False,,,mineral_nutrient,,,,,,,anticaking agent,"form_signal, grade_signal"
concentrated sugarcane juice,sugarcane,concentration,juice|concentrate,sweetener,,,base ingredient,0.48,0.5,0.625,0.48,0.5,0.625,0.544,0.544,2,False,False,,,,,,,,refined_sucrose,,sweetener,"canonical_form, form_signal, process_signal"
lacto - bacillus acidophilus,milk,fermentation,,,,powder,probiotic,0.56,0.0,0.0,0.56,0.42,0.0,0.168,0.294,1,False,False,,,,,,,,,,fermentation_agent,"orthographic_noise, linguistic_signal"
roasted spice powder aniseed,aniseed,roasting,powder,taste profile / spice,drying,,flavouring agent,0.58,0.42,0.18,0.58,0.42,0.675,0.372,0.57,2,False,False,,,,,,,,,,taste profile / spice,"canonical_form, form_signal, process_signal"
krishna tulsi ocimum sanctum,tulsi,,whole/fresh pieces,taste profile / spice,,cut/sliced pieces|powder,flavouring agent,0.0,0.05,0.18,0.0,0.42,0.675,0.087,0.396,1,True,False,,,,,,,,,,taste profile / spice,"linguistic_signal, transliteration_signal, canonical_form"
edible vegetable oil coconut,coconut,,oil,lipid base,cold pressing|refining|solvent extraction,,,0.0,0.7,0.22,0.82,0.7,0.22,0.298,0.544,1,True,False,,,,,,,,,,lipid base,"canonical_form, form_signal, grade_signal"
hydrolyzed vegetable protein,soybean | groundnut | corn,?hydrolysis,protein concentrate,base ingredient,,,flavouring agent,0.6,0.74,0.12,0.6,0.74,0.675,0.45,0.672,2,False,True,,,,,,,hydrolysate,,,processed_ingredient,"orthographic_noise, form_signal, process_signal, multi_source"
hydrolysed vegetable protein,soybean | groundnut | corn,?hydrolysis,protein concentrate,base ingredient,,,flavouring agent,0.6,0.74,0.12,0.6,0.74,0.675,0.45,0.672,2,False,True,,,,,,,hydrolysate,,,processed_ingredient,"orthographic_noise, form_signal, multi_source"
hydrolyzed groundnut protein,groundnut,?hydrolysis,protein concentrate,base ingredient,,,,0.6,0.74,0.12,0.6,0.74,0.12,0.45,0.45,2,False,True,,,,,,,hydrolysate,,,processed_ingredient,"orthographic_noise, canonical_form, form_signal, process_signal"
hydralyzed vegetable protein,soybean | groundnut | corn,?hydrolysis,protein concentrate,base ingredient,,,flavouring agent,0.6,0.74,0.12,0.6,0.74,0.675,0.45,0.672,2,False,True,,,,,,,hydrolysate,,,processed_ingredient,"orthographic_noise, form_signal, process_signal, multi_source"
hydrolized vegetable protein,soybean | groundnut | corn,?hydrolysis,protein concentrate,base ingredient,,,flavouring agent,0.6,0.74,0.12,0.6,0.74,0.675,0.45,0.672,2,False,True,,,,,,,hydrolysate,,,processed_ingredient,"orthographic_noise, form_signal, multi_source"
hydrolysed groundnut protein,groundnut,?hydrolysis,protein concentrate,base ingredient,,,,0.6,0.74,0.12,0.6,0.74,0.12,0.45,0.45,2,False,True,,,,,,,hydrolysate,,,processed_ingredient,"orthographic_noise, canonical_form, form_signal"
neem azadirachta indica leaf,neem azadirachta indica,,whole/fresh pieces,,,cut/sliced pieces|powder,,0.0,0.05,0.0,0.0,0.42,0.0,0.015,0.126,1,False,False,,,,,,,,,,health_supplement,"form_signal, grade_signal"
probiotic bacillus coagulans,bacillus coagulans,fermentation,powder,base ingredient,,,?prebiotic,0.56,0.42,0.12,0.56,0.42,0.12,0.342,0.342,2,False,True,,,,,,,,,,processed_ingredient,"linguistic_signal, process_signal"
grapefruit juice concentrate,grapefruit,concentration,juice|concentrate,flavouring agent,,,acidity regulator,0.48,0.5,0.675,0.48,0.5,0.86,0.564,0.638,2,False,False,,,,,,,,,,flavouring agent,"canonical_form, form_signal"
edible vegetable oil palm oil,palm,,oil,lipid base,cold pressing|refining|solvent extraction,,,0.0,0.7,0.22,0.82,0.7,0.22,0.298,0.544,1,True,False,,,,,,,,,,lipid base,"canonical_form, form_signal, grade_signal"
interesterified vegetable fat,palm | soybean | groundnut,interesterification,fat fraction,lipid base,cold pressing|refining|solvent extraction|hydrogenation,oil,,0.91,0.72,0.22,0.92,0.72,0.22,0.577,0.58,2,False,False,,,,,,interesterified,,,,lipid base,"form_signal, process_signal, multi_source"
edible vegetable fats sal fat,sal,,fat fraction,lipid base,cold pressing|solvent extraction,oil,,0.0,0.72,0.22,0.82,0.72,0.22,0.304,0.55,2,False,False,,,,,,,,,es,lipid base,"linguistic_signal, canonical_form, form_signal, grade_signal"
edible vegetable oil corn oil,corn,,oil,lipid base,cold pressing|refining|solvent extraction,,,0.0,0.7,0.22,0.82,0.7,0.22,0.298,0.544,1,True,False,,,,,,,,,,lipid base,"canonical_form, form_signal, grade_signal"
afgani seedless black raisins,grape,drying,whole/fresh pieces,sweetener,,,base ingredient,0.42,0.05,0.625,0.42,0.05,0.625,0.391,0.391,2,False,False,,,,,,,,,,sweetener,grade_signal
texturised soy protein flakes,soybean,?extrusion,protein concentrate|flakes,base ingredient,,,,0.6,0.74,0.12,0.6,0.74,0.12,0.45,0.45,2,False,True,,,,,,,,,,raw_agricultural_material,form_signal
citrus fruit from concentrate,citrus,,concentrate,flavouring agent,,juice,,0.0,0.4,0.675,0.0,0.5,0.675,0.39,0.42,2,False,False,,,,,,,,,,flavouring agent,"canonical_form, form_signal"
roasted spice powder turmeric,turmeric,roasting,powder,taste profile / spice,drying,,flavouring agent,0.58,0.42,0.18,0.58,0.42,0.675,0.372,0.57,2,False,False,,,,,,,,,,taste profile / spice,"canonical_form, form_signal, process_signal"
vana tulsi ocimum gratissimum,tulsi,,,flavouring agent,,whole/fresh pieces|cut/sliced pieces,taste profile / spice,0.0,0.0,0.675,0.0,0.1,0.675,0.27,0.3,1,True,False,,,,,,,,,,flavouring agent,"linguistic_signal, transliteration_signal, canonical_form"
tulsi ocimum tenuiflorum leaf,tulsi,,whole/fresh pieces,flavouring agent,,cut/sliced pieces,taste profile / spice,0.0,0.05,0.675,0.0,0.1,0.675,0.285,0.3,1,True,False,,,,,,,,,,flavouring agent,"redundant_variant, linguistic_signal, transliteration_signal, canonical_form, form_signal, grade_signal"
reconstituted buttermilk milk,milk,,,base ingredient,pasteurization,dense block,,0.0,0.0,0.12,0.48,0.38,0.12,0.048,0.306,1,True,False,,,,fermented_milk,,,,,,raw_agricultural_material,"canonical_form, form_signal, process_signal"
spice oleoresin cuminaldehyde,cumin,,oleoresin,taste profile / spice,solvent extraction,extract/oleoresin,flavouring agent,0.0,0.88,0.18,0.82,0.88,0.675,0.336,0.78,2,True,False,,,,,,,,,,taste profile / spice,unclassified
encapsulated ferrous sulphate,mineral,?encapsulation,granules,antioxidant,,powder,,0.0,0.8,0.875,0.0,0.8,0.875,0.59,0.59,2,False,True,,,mineral_nutrient,,,,,,,antioxidant,"form_signal, grade_signal"
emulsifier sunflower lecithin,sunflower,solvent extraction,emulsifier powder,emulsifier,,extract/oleoresin,,0.82,0.89,0.825,0.82,0.89,0.825,0.843,0.843,3,False,False,,,,,,,,,,emulsifier,"compound_noise, canonical_form"
dehydrated white onion powder,onion,drying,powder,taste profile / spice,,,flavouring agent,0.42,0.42,0.18,0.42,0.42,0.675,0.324,0.522,2,False,False,,,,,,,,,,taste profile / spice,"canonical_form, form_signal, process_signal, grade_signal"
pomegranate juice concentrate,pomegranate,,concentrate,flavouring agent,,juice,,0.0,0.4,0.675,0.0,0.5,0.675,0.39,0.42,2,False,False,,,,,,,,,,flavouring agent,"canonical_form, form_signal"
probiotics bacillus coagulans,synthetic,,powder,?probiotic,,,,0.0,0.42,0.0,0.0,0.42,0.0,0.126,0.126,1,False,True,,,,,,,,,,?probiotic,linguistic_signal
brihati solanum indicum plant,brihati,,whole/fresh pieces,base ingredient,,cut/sliced pieces,,0.0,0.05,0.12,0.0,0.1,0.12,0.063,0.078,1,False,False,,,,,,,,,,raw_agricultural_material,"canonical_form, grade_signal"
gudmar gymnema sylvestre leaf,gudmar,,whole/fresh pieces,sweetener,,cut/sliced pieces|powder,taste profile / spice,0.0,0.05,0.625,0.0,0.42,0.625,0.265,0.376,1,True,False,,,,,,,,,,health_supplement,"canonical_form, form_signal, grade_signal"
jiwanti leptadenia reticulata,jiwanti,,,base ingredient,,whole/fresh pieces|cut/sliced pieces|powder,,0.0,0.0,0.12,0.0,0.42,0.12,0.048,0.174,1,False,False,,,,,,,,,,raw_agricultural_material,canonical_form
medium chain triglyceride oil,coconut | palm kernel,fractionation,oil,lipid base,cold pressing|solvent extraction,,,0.76,0.7,0.22,0.82,0.7,0.22,0.526,0.544,2,False,False,,,,,,,,,,lipid base,"orthographic_noise, form_signal, multi_source"
mudgaparni phaseolus trilobus,mudgaparni,,,base ingredient,,whole/fresh pieces|cut/sliced pieces|powder,,0.0,0.0,0.12,0.0,0.42,0.12,0.048,0.174,1,False,False,,,,,,,,,,raw_agricultural_material,canonical_form
vidari pueraria tuberosa root,vidari,,,base ingredient,,whole/fresh pieces|cut/sliced pieces|powder,,0.0,0.0,0.12,0.0,0.42,0.12,0.048,0.174,1,False,False,,,,,,,,,,raw_agricultural_material,"canonical_form, form_signal"
tulsi ocimum tenuiflorum leaf,tulsi,,whole/fresh pieces,flavouring agent,,cut/sliced pieces,taste profile / spice,0.0,0.05,0.675,0.0,0.1,0.675,0.285,0.3,1,True,False,,,,,,,,,,flavouring agent,"redundant_variant, linguistic_signal, transliteration_signal, canonical_form, form_signal, grade_signal"
edible vegetable oil palmolein,palm,refining,oil,lipid base,cold pressing|solvent extraction,,,0.75,0.7,0.22,0.82,0.7,0.22,0.523,0.544,2,False,False,,,,,,palmolein,,,,lipid base,"orthographic_noise, form_signal, grade_signal"
edible vegetable oil palmolien,palm,refining,oil,lipid base,cold pressing|solvent extraction,,,0.75,0.7,0.22,0.82,0.7,0.22,0.523,0.544,2,False,False,,,,,,,,,,lipid base,"orthographic_noise, form_signal, grade_signal"
edible vanaspati oil vanaspati,palm | soybean | groundnut,hydrogenation|interesterification,oil,lipid base,cold pressing|refining|solvent extraction,,,0.92,0.7,0.22,0.92,0.7,0.22,0.574,0.574,2,False,False,,,,,,hydrogenated,,,,lipid base,"form_signal, grade_signal, multi_source"
mozzarella cheese lodized salt,milk | mineral,fermentation,dense block,base ingredient,,,,0.56,0.38,0.12,0.56,0.38,0.12,0.33,0.33,2,False,False,,,,hard_cheese,,,,,,processed_ingredient,"form_signal, multi_source"
soya sauce powder lodized salt,soybean | mineral,fermentation,powder,taste profile / spice,,,flavouring agent,0.56,0.42,0.18,0.56,0.42,0.675,0.366,0.564,2,False,False,,,,,,,,,,taste profile / spice,"form_signal, multi_source"
mango flavouring confectionery,mango,,,flavouring agent,,,taste profile / spice,0.0,0.0,0.675,0.0,0.0,0.675,0.27,0.27,1,False,False,,,,,,,,,,flavouring agent,"canonical_form, form_signal"
